date,time,temperature,relative_humidity,pressure_mb,wind_speed_km/h,precipitation_mm,precipitation_type,location_id,location_town_id,location_town_district_id,location_town_district_region_id ,location_user_id 
2022-08-04,06:12:23,4,74.67775,1023,80,92,rain,15,554782,CZ0100,CZ010,720
2022-01-28,05:06:52,23,41.378967,815,63,268,rain,15,554782,CZ0100,CZ010,721
2021-05-24,17:49:55,31,34.901817,959,75,174,rain,15,554782,CZ0100,CZ010,722
2021-03-29,16:15:01,8,23.670982,1037,92,14,rain,15,554782,CZ0100,CZ010,723
2022-11-10,08:49:21,1,2.1711946,1118,52,87,rain,15,554782,CZ0100,CZ010,724
2021-06-23,04:49:52,23,85.05655,1167,78,405,rain,15,554782,CZ0100,CZ010,725
2021-09-29,22:16:28,-4,52.338306,805,99,34,rain,15,554782,CZ0100,CZ010,726
2021-03-01,11:30:29,-6,24.693537,1181,93,326,rain,15,554782,CZ0100,CZ010,727
2022-08-16,10:16:54,18,44.708973,906,90,498,rain,15,554782,CZ0100,CZ010,728
2021-05-27,23:14:38,9,51.33061,972,56,53,rain,15,554782,CZ0100,CZ010,729
2022-12-06,15:22:02,6,0.8472979,893,87,369,rain,15,554782,CZ0100,CZ010,730
2021-02-22,00:14:15,13,46.039646,1130,75,154,rain,15,554782,CZ0100,CZ010,731
2022-04-08,06:59:11,-7,16.50141,885,95,194,rain,15,554782,CZ0100,CZ010,732
2022-02-03,22:24:49,-8,65.55882,1090,78,149,rain,15,554782,CZ0100,CZ010,733
2021-03-17,04:41:48,39,16.319054,1038,95,244,rain,15,554782,CZ0100,CZ010,734
2022-11-03,03:28:39,25,60.13847,835,112,170,rain,15,554782,CZ0100,CZ010,735
2021-10-10,13:29:51,2,38.34188,1008,104,193,rain,15,554782,CZ0100,CZ010,736
2022-07-05,02:12:46,0,15.521008,1052,117,245,rain,15,554782,CZ0100,CZ010,737
2021-05-24,17:50:47,0,87.386185,849,118,196,rain,15,554782,CZ0100,CZ010,738
2022-11-29,11:25:09,9,2.728057,1005,35,265,rain,15,554782,CZ0100,CZ010,739
2021-01-25,18:50:33,24,95.773636,813,49,4,rain,15,554782,CZ0100,CZ010,740
2021-01-22,21:34:16,14,30.11089,1027,34,167,rain,15,554782,CZ0100,CZ010,741
2021-12-16,16:20:12,10,42.09947,922,28,366,rain,15,554782,CZ0100,CZ010,742
2022-03-26,20:40:25,33,60.311424,1001,83,369,rain,15,554782,CZ0100,CZ010,743
2022-12-04,20:58:51,-8,12.964028,920,38,461,rain,15,554782,CZ0100,CZ010,744
2022-07-13,09:02:27,30,93.00985,936,54,352,rain,15,554782,CZ0100,CZ010,745
2021-08-18,05:26:27,14,55.201687,976,36,16,rain,15,554782,CZ0100,CZ010,746
2023-01-26,01:45:07,18,2.444476,853,43,471,rain,15,554782,CZ0100,CZ010,747
2022-11-27,17:49:55,7,50.946987,976,111,319,rain,15,554782,CZ0100,CZ010,748
2022-05-24,09:03:36,-7,9.892797,883,54,247,rain,15,554782,CZ0100,CZ010,749
2022-04-08,05:31:12,32,11.848611,1020,105,437,rain,15,554782,CZ0100,CZ010,750
2022-01-31,21:52:34,-3,7.767206,910,114,386,rain,15,554782,CZ0100,CZ010,751
2022-12-16,15:02:44,33,2.5014162,1091,1,332,rain,15,554782,CZ0100,CZ010,752
2021-12-20,19:15:10,12,46.47136,969,115,21,rain,15,554782,CZ0100,CZ010,753
2021-10-29,13:41:23,34,31.447613,881,42,307,rain,15,554782,CZ0100,CZ010,754
2022-10-05,22:22:13,29,38.527996,1037,80,92,rain,15,554782,CZ0100,CZ010,755
2021-03-24,11:31:29,14,5.8250484,914,116,334,rain,15,554782,CZ0100,CZ010,756
2021-05-10,00:13:32,16,16.844458,1081,13,180,rain,15,554782,CZ0100,CZ010,757
2021-02-13,23:30:55,18,91.08004,872,54,264,rain,15,554782,CZ0100,CZ010,758
2022-07-13,04:20:38,-2,70.655205,827,97,190,rain,15,554782,CZ0100,CZ010,759
2022-12-27,21:19:00,39,83.48527,814,34,126,rain,15,554782,CZ0100,CZ010,760
2022-12-16,18:23:37,9,64.01674,1076,31,468,rain,15,554782,CZ0100,CZ010,761
2021-05-06,11:11:11,8,37.545403,1111,7,29,rain,15,554782,CZ0100,CZ010,762
2022-10-31,11:55:32,24,79.048584,924,61,128,rain,15,554782,CZ0100,CZ010,763
2021-11-16,12:39:45,-6,56.58761,1180,102,20,rain,15,554782,CZ0100,CZ010,764
2021-10-12,13:54:55,15,44.19063,978,88,477,rain,15,554782,CZ0100,CZ010,765
2022-09-11,20:41:34,8,75.27576,1151,119,152,rain,15,554782,CZ0100,CZ010,766
2022-03-09,23:04:34,34,37.354927,1034,70,26,rain,15,554782,CZ0100,CZ010,767
2022-11-19,00:43:12,-4,12.967605,872,72,4,rain,15,554782,CZ0100,CZ010,768
2021-02-24,11:05:43,-1,5.97924,1087,5,451,rain,15,554782,CZ0100,CZ010,769
2022-01-25,05:33:22,18,13.143987,1146,95,430,rain,15,554782,CZ0100,CZ010,770
2022-05-15,04:01:55,8,2.5310457,831,68,467,rain,15,554782,CZ0100,CZ010,771
2021-11-19,12:37:09,36,75.31618,1000,89,66,rain,15,554782,CZ0100,CZ010,772
2023-01-22,03:27:22,39,67.77855,937,43,9,rain,15,554782,CZ0100,CZ010,773
2022-11-12,06:39:53,31,34.517807,814,108,61,rain,15,554782,CZ0100,CZ010,774
2023-01-12,10:09:50,-7,84.267494,859,40,148,rain,15,554782,CZ0100,CZ010,775
2021-07-30,09:12:49,9,24.885284,946,95,31,rain,15,554782,CZ0100,CZ010,776
2021-05-24,02:55:24,2,9.245628,963,98,369,rain,15,554782,CZ0100,CZ010,777
2022-08-21,08:48:29,-6,73.843346,815,51,71,rain,15,554782,CZ0100,CZ010,778
2022-07-03,17:05:08,24,22.945988,970,100,12,rain,15,554782,CZ0100,CZ010,779
2022-05-23,13:47:00,39,69.74791,843,33,335,rain,15,554782,CZ0100,CZ010,780
2021-01-24,19:16:28,-5,44.532448,813,105,49,rain,15,554782,CZ0100,CZ010,781
2022-04-28,06:51:07,25,80.691154,1185,75,432,rain,15,554782,CZ0100,CZ010,782
2022-01-08,11:45:45,0,25.142557,1183,46,274,rain,15,554782,CZ0100,CZ010,783
2022-08-16,05:08:01,24,86.023155,882,81,454,rain,15,554782,CZ0100,CZ010,784
2021-12-22,00:24:37,35,69.3152,818,27,306,rain,15,554782,CZ0100,CZ010,785
2022-04-15,03:54:17,-9,83.73928,1191,37,213,rain,15,554782,CZ0100,CZ010,786
2022-05-10,11:22:25,8,98.49001,861,72,476,rain,15,554782,CZ0100,CZ010,787
2021-02-18,16:23:31,29,15.105581,897,3,72,rain,15,554782,CZ0100,CZ010,788
2021-06-24,19:19:12,14,24.739588,1156,101,160,rain,15,554782,CZ0100,CZ010,789
2021-05-26,02:40:08,3,26.840973,1122,21,179,rain,15,554782,CZ0100,CZ010,790
2021-09-08,22:05:48,2,36.511528,987,8,285,rain,15,554782,CZ0100,CZ010,791
2021-03-24,07:33:53,10,30.40238,1173,85,345,rain,15,554782,CZ0100,CZ010,792
2021-01-17,16:09:42,4,98.49037,926,28,177,rain,15,554782,CZ0100,CZ010,793
2022-08-30,13:36:46,13,95.429436,853,17,457,rain,15,554782,CZ0100,CZ010,794
2022-10-21,06:52:42,35,85.18103,1029,80,270,rain,15,554782,CZ0100,CZ010,795
2022-04-30,03:57:10,21,30.589878,948,21,445,rain,15,554782,CZ0100,CZ010,796
2021-07-07,00:20:10,1,55.917282,1008,4,156,rain,15,554782,CZ0100,CZ010,797
2021-07-04,17:00:58,5,31.412006,921,102,266,rain,15,554782,CZ0100,CZ010,798
2022-02-03,11:37:15,22,65.61458,1094,108,411,rain,15,554782,CZ0100,CZ010,799
2022-09-15,05:15:30,16,11.721313,913,86,138,rain,15,554782,CZ0100,CZ010,800
2022-02-05,20:30:29,26,27.450388,946,65,397,rain,15,554782,CZ0100,CZ010,801
2022-02-26,10:37:38,34,9.827084,1026,81,288,rain,15,554782,CZ0100,CZ010,802
2022-01-22,02:14:12,36,78.42362,890,3,248,rain,15,554782,CZ0100,CZ010,803
2021-08-31,09:57:19,18,82.98309,890,94,423,rain,15,554782,CZ0100,CZ010,804
2022-12-01,14:02:59,10,57.670795,1120,93,279,rain,15,554782,CZ0100,CZ010,805
2022-06-14,09:24:12,-5,21.36718,949,117,469,rain,15,554782,CZ0100,CZ010,806
2021-08-12,20:30:29,38,4.650015,970,33,227,rain,15,554782,CZ0100,CZ010,807
2021-10-31,21:02:27,13,37.401443,894,46,200,rain,15,554782,CZ0100,CZ010,808
2021-12-25,18:26:30,31,76.93235,893,33,352,rain,15,554782,CZ0100,CZ010,809
2022-08-31,10:17:02,0,35.9618,1106,12,332,rain,15,554782,CZ0100,CZ010,810
2022-06-25,15:19:26,35,83.45334,1060,11,37,rain,15,554782,CZ0100,CZ010,811
2022-05-21,17:47:37,15,62.802036,1145,53,7,rain,15,554782,CZ0100,CZ010,812
2021-11-13,08:50:38,25,89.23703,837,58,106,rain,15,554782,CZ0100,CZ010,813
2021-11-05,15:09:22,-8,67.57721,1034,93,246,rain,15,554782,CZ0100,CZ010,814
2022-06-04,23:44:36,11,58.24117,1082,49,235,rain,15,554782,CZ0100,CZ010,815
2022-08-06,07:52:11,33,74.84238,1131,19,76,rain,15,554782,CZ0100,CZ010,816
2022-04-15,10:11:34,-4,76.34155,853,55,262,rain,15,554782,CZ0100,CZ010,817
2022-03-30,22:06:14,33,86.902626,1025,12,320,rain,15,554782,CZ0100,CZ010,818
2022-10-19,19:16:36,38,68.947556,838,52,274,rain,15,554782,CZ0100,CZ010,819
2022-04-18,08:30:55,5,94.550995,1091,80,407,rain,15,554782,CZ0100,CZ010,820
2022-11-09,04:11:51,34,14.31911,854,111,138,rain,15,554782,CZ0100,CZ010,821
2021-04-20,08:45:10,19,43.392433,1101,114,213,rain,15,554782,CZ0100,CZ010,822
2022-01-28,23:13:38,12,39.70753,849,101,211,rain,15,554782,CZ0100,CZ010,823
2021-05-02,13:48:35,5,50.66502,1022,33,358,rain,15,554782,CZ0100,CZ010,824
2021-06-27,10:44:59,24,46.835667,1183,68,401,rain,15,554782,CZ0100,CZ010,825
2021-05-04,07:00:37,24,32.0218,1000,40,300,rain,15,554782,CZ0100,CZ010,826
2022-01-17,00:06:20,36,87.094536,1198,60,349,rain,15,554782,CZ0100,CZ010,827
2022-08-28,13:00:03,19,11.863941,800,81,413,rain,15,554782,CZ0100,CZ010,828
2022-08-11,14:34:13,33,91.35212,909,23,396,rain,15,554782,CZ0100,CZ010,829
